,name,first_week,boxoffice,type,duration,release_time,technology,location,director,director_link,actor,production_company,issuing_company
87,阿里巴巴2所罗门封印,270,2204.1,动画/喜剧/冒险,80,2016-4-30,2D,中国,郑成峰 Chengfeng Zheng,http://www.cbooo.cn/p/2182510,丁妍 Yan Ding (voice);;;叶方 Fang Ye (voice);;;杨进 Jin Yang (voice);;;孙科 Ke Sun (voice);;;葛骏 Jun Ge (voice),";;;安徽卡其数字科技有限公司 Anhui Khaki Digital Technology Co., Ltd;;;合肥伍零壹动画有限公司 Hefei Wu Zengyi Animation Co., Ltd",";;;北京锋尚锐志文化传媒有限公司 Beijing Fengshang Ruizhi Media Co.,Ltd;;;四川省太平洋电影院线有限公司 The Pacific Ocean In Sichuan Theater Chain;;;浙江星光电影院线有限公司 Zhejiang Star Lights Cinema Chain Co.,Ltd;;;重庆保利万和院线 ChongQiang Poly WanHe Theater Chain Co., Ltd"
88,太空熊猫英雄归来,,2100.2,动画/冒险,80,2016-4-2,2D/3D,中国,郑成峰 Chengfeng Zheng,http://www.cbooo.cn/p/2182510,丁妍 Yan Ding (voice);;;叶方 Fang Ye (voice);;;王亚林 Yalin Wang (voice);;;苏倩芸 Qianyun Su (voice);;;王雪沁 Xueqin Wang (voice);;;王辛 Xin Wang (voice);;;雪菜 Cai Xue (voice);;;吴凡 Fan Wu (voice);;;唐泽宗 Ze-zong Tang (voice),";;;合肥泰尚文化科技有限公司 Hefei Taishang Media Co.,Ltd;;;峨眉电影集团 E Mei Film Group;;;北京锋尚锐志文化传媒有限公司 Beijing Fengshang Ruizhi Media Co.,Ltd",";;;爱微笑文化传媒（北京）有限公司 Aiweixiao Culture Media (Beijing)Co.,Ltd;;;北京锋尚锐志文化传媒有限公司 Beijing Fengshang Ruizhi Media Co.,Ltd;;;浙江星光电影院线有限公司 Zhejiang Star Lights Cinema Chain Co.,Ltd;;;新疆华夏天山电影院线有限公司 Xinjiang Huaxia Tianshan Film Cinema Co.,Ltd"
89,妄想症,85,2095.7,惊悚/悬疑/恐怖,90,2016-5-6,2D,中国,彭发 Danny Pang,http://www.cbooo.cn/p/16120,洪辰 Chen Hong;;;程媛媛 Yuanyuan Cheng;;;周柏豪 Pakho;;;安琥 Hu An;;;洪天明 Timmy Hung;;;刘颖仪 Yingyi Liu;;;李龙基 Lee Loon Ki,";;;北京伟世兄弟影视文化传媒有限公司 Beijing Weishi Brother Entertainment Co.,Ltd;;; 华策影业（天津）有限公司 Huace Pictures (Tianjin) Co.,Ltd;;;沈阳伟世兄弟文化传播有限公司 Shenyang Weishi Brother Media Co.,Ltd;;;  广州市品晶影视制作有限公司 Guangzhou Pinjing Film & Television Production Co.,Ltd",";;;华策影业（天津）有限公司 Huace Pictures (Tianjin) Co.,Ltd"
90,一句顶一万句,1099,2090.0,剧情/爱情,108,2016-11-4,2D,中国,刘雨霖 Yulin Liu,http://www.cbooo.cn/p/2267171,毛孩 Hai Mao;;;李倩 Qian Li;;;刘蓓 Bei Liu;;;范伟 Wei Fan;;;齐溪 Xi Qi;;;喻恩泰 Entai Yu;;;孙茜 Qian Sun,";;;西老庄影业有限公司 Xilaozhuang Pictures Co.,Ltd;;;风山渐文化传播（北京）有限公司 Fengshanjian Media Co.,Ltd;;;北京微影时代科技有限公司 Beijing Weiying Shidai Technology Co.,Ltd;;;北京途古文化传媒有限公司 Beijing Tugu Media Co.,Ltd",";;;北京微影时代科技有限公司 Beijing Weiying Shidai Technology Co.,Ltd"
91,超能太阳鸭,1543,2008.3,动画,86,2016-7-15,3D,中国/俄罗斯/美国,维克多·拉基索夫 Viktor Lakisov,http://www.cbooo.cn/p/752464,王栎鑫 Yuexin Wang (voice);;;迈克尔·格罗斯 Michael Gross (voice);;;杰西·科尔蒂 Jesse Corti (voice);;;恩·赖特尔 Enn Reitel (voice);;;马克·戴卡洛 Mark DeCarlo (voice);;;亚历山大·克洛文 Aleksandr Golovin (voice);;;尼基塔·普列斯尼亚.. Nikita Presnyakov (voice),";;;上海枫海影业有限公司 Shanghai Maple sea Pictures Co., Ltd;;;北京沣禾汇文化传媒有限公司 Beijing Fenghehui Media Co.,Ltd",";;;永康枫海影业有限公司 Yongkang Fenghai Pictures Co.,Ltd;;;北京沣禾汇文化传媒有限公司 Beijing Fenghehui Media Co.,Ltd;;;北京鼎呱呱影业有限公司 Beijing Dingguagua Pictures Co.,Ltd"
92,麦兜·饭宝奇兵,1291,1896.2,动画/喜剧,85,2016-9-15,2D,中国香港/中国,谢立文 Brian Tse,http://www.cbooo.cn/p/20150,张正中 Zhengzhong Zhang (voice);;;孙小妞 Xiao-niu Sun (voice);;;大汪 Da Wang (voice);;;金刚 Gang Jin (voice),";;;广东新华展望传媒有限公司 Guangdong Xinhua Zhanwang Media Co.,Ltd;;; 星宝环球有限公司  Xingbao World Co.,Ltd",";;;上海鑫岳影视传播股份有限公司 Xinyue Pictures Co.,Ltd;;;广东新华展望传媒有限公司 Guangdong Xinhua Zhanwang Media Co.,Ltd;;; 苏州华闻糖心动漫投资有限责任公司  Jiangsu Huawen Tangxin Animation Investment Co., Ltd.;;;上海淘票票影视文化有限公司 Shanghai Tao Piao Piao Entertainment Co.,Ltd;;; 北京金天地影视文化股份有限公司 Beijing Jintiandi Entertainment Co.,Ltd"
93,铠甲勇士捕王,513,1858.5,动画/冒险/动作/奇幻,86,2016-10-2,2D,中国,郑国伟 Guowei Zheng,http://www.cbooo.cn/p/2010268,赖艺 Yi Lai (voice);;;王洪彰 Hung Cheung Wong (voice),";;;广州奥飞文化传播有限公司 Guangzhou Alpha Media  Co.,Ltd;;;上海永旭文化传播有限公司 Shanghai HEROBOX Media Co.,Ltd",";;;天津华谊兄弟卖座网电影发行有限公司 Tianjin Huayi Brothers Blockbuster Films Ltd.;;;奥飞影业（上海）有限公司 Alpha Pictures （Shanghai） Co.,Ltd;;; 东阳天天尚映影业有限公司    Dongyang Tiantian Shangying Pictures Co.,Ltd"
94,谎言西西里,1772,1807.5,爱情,100,2016-8-9,2D,中国香港/中国,林育贤  LIN Yu-Hsien,http://www.cbooo.cn/p/40235,李准基 Lee Jun Ki;;;周冬雨 Dongyu Zhou;;;阮经天 Ethan Juan;;;热依扎 Rayza;;;邢佳栋 Jiadong Xing;;;柳善 Seon Yu;;;李准基 Jun-Ki Lee;;;唐菀 Yu Tang,";;;凤凰传奇影业有限公司 Phoenix Legend Films Co.,Ltd;;;北京宸铭影视文化传媒有限公司 Beijing Chenming Media Co.,Ltd;;;影一制作所股份有限公司 Yingyi Production Co.,Ltd;;;   香港英皇影业有限公司 Emperor Motion Pictures;;;东阳捷成瑞吉祥影视传媒有限公司 Dongyang Jiechengrui Jixiang Entertainment Co.,Ltd;;;上海尚孰投资有限公司 Shanghai Shangshu Investment Co.,Ltd;;;绍兴市文化产业发展投资有限公司 Shaoxing Cuture Industry Investment Co.,Ltd",";;;北京聚合影联文化传媒有限公司 Beijing United Entertainment Partners Culture & Media Co.,Ltd;;;香港英皇影业有限公司 Emperor Motion Pictures;;;影一制作所股份有限公司 Yingyi Production Co.,Ltd"
95,爱情麻辣烫之情定终身,1557,1735.0,爱情,98分钟,2016-3-8,2D,中国,"肖飞 Fei Xiao,征长张 Changzheng Zhang","http://www.cbooo.cn/p/1877719,http://www.cbooo.cn/p/2178188",何润东 Peter Ho;;;秦昊 Qin Hao;;;周一围 Yiwei Zhou;;;张梓琳 Zilin Zhang;;;田原 Yuan Tian;;;黄灿灿 Can Can Huang;;;张歆艺 Xinyi Zhang,";;;星皓影业有限公司 Xianghao Pictures Co.,Ltd;;;西部电影集团有限公司 Western Movie Group;;;长影集团有限责任公司 Changchun Film Group;;; 烟台文化发展投资基金有限公司 Yantai Media Investment Co.,Ltd;;;北京微影时代科技有限公司 Beijing Weiying Shidai Technology Co.,Ltd;;;北京龙世纪文化传播有限公司 Beijing Dragon Century Media  Co.,Ltd",";;;江苏安石英纳电影发行有限公司 Jiangsu Anshi Yingna Movie Distribution Co.,Ltd;;; 北京安石英纳影视文化有限公司 Beijing Anshi Yingna Entertainment Co.,Ltd;;;中影数字电影发展(北京)有限公司 Digital Film Of China Film Group Corporation"
96,笨贼别跑,,1677.3,黑色幽默/喜剧/动作/古装,90,2016-3-11,2D,中国,雷金克 Jinke Lei,http://www.cbooo.cn/p/2178394,彭波 Bo Peng;;;李添诺 Li Tian Nuo;;;董向荣 Xiangrong Dong;;;董怡君 Yijun Dong;;;李玉飞 Li Yufei,";;;北京中外世纪影视文化传播有限公司 Beijing CFC Films Distribution Co.,Ltd;;; 北京尚格联合文化传媒有限公司;;; 楚伦文化传媒（上海）有限公司 Chulun Media（Shanghai）Co.,Ltd",";;;北京中外世纪影视文化传播有限公司 Beijing CFC Films Distribution Co.,Ltd"
97,少年,862,1590.8,剧情/悬疑/犯罪,111,2016-12-16,2D,中国,杨树鹏 Shupeng Yang,http://www.cbooo.cn/p/1860063,欧豪 Oho Ou;;;张译 Yi Zhang;;;余男 Nan Yu;;;郭晓东 Xiaodong Guo;;;刘天佐 Tianzuo Liu;;;郭姝彤 Shutong Guo;;;周一围 Yiwei Zhou;;;王烈 Lie Wang;;;刘陆 Lu Liu;;;辛芷蕾 Zhilei Xin;;;曹可凡 Kefan Cao;;;陈梓童 Zi Tong Chen;;;孙磊 Lei Sun,";;;天津五八同城影视文化有限公司 Tianjin 58.com Entertainment Co.,Ltd;;; 霍尔果斯春天融合传媒有限公司 Huoerguos spring fusion media co., LTD;;;浙江阳光影业股份有限公司 Zhejiang Yangguang Film Co.,Ltd;;; 北京安瑞影视文化传媒有限公司 Beijing Anrui Entertainment Co.,Ltd;;; 北京群英荟影业文化有限公司 Beijing Qunyinghui Film Co.,Ltd;;; 霍尔果斯千易志诚文化传媒有限公司 Khorgas Qianyi Zhicheng Media Co.,Ltd;;;上海阆映影视文化传媒有限公司 Shanghai Langying Entertainment Co.,Ltd",";;;霍尔果斯青春光线影业有限公司 Khorgos Youth Enlight Pictures Co.,Ltd"
98,你好，疯子！,1008,1568.7,喜剧/悬疑,107,2016-12-30,2D,中国,饶晓志 Xiaozhi Rao,http://www.cbooo.cn/p/2176127,万茜 Qian Wan;;;周一围 Yiwei Zhou;;;王自健 Zi Jian Wang;;;金士杰 Shijie Jin;;;李虹辰 Hongchen Li;;;莫小棋 Monica Mok;;;刘亮佐 Liu Liangzuo;;;曹卫宇 Weiyu Cao,";;;北京乐观文泰传媒有限公司 Beijing Leguan Wentai Media Co.,Ltd",";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
99,宝贝当家,1139,1527.5,喜剧/儿童/家庭,93,2016-7-29,2D,中国,张敏 Aman Chang,http://www.cbooo.cn/p/14321,王诗龄 Angela;;;吴镇宇 Francis Ng;;;杨千嬅 Miriam Yeung;;;詹瑞文 Sui-man Chim;;;元秋 Qiu Yuen;;;鲁芬 Fun Lo,";;;美亚长城传媒（北京）有限公司 Meiya Great Wall Media（Beijing） Co.,Ltd;;;香港星王朝有限公司 Hongkong Star Dynasty Co., Ltd;;;美亚电影制作有限公司 Mei Ah Movie Production Co.,Ltd;;;邵氏兄弟（香港）有限公司 Shaw Brothers (Hongkong) Limited;;;华皇电影（苏州）有限公司 Huahuang Film（Suzhou）Co.,Ltd",";;;美亚长城传媒（北京）有限公司 Meiya Great Wall Media（Beijing） Co.,Ltd;;;三月谷雨（北京）文化传媒有限公司 Sanyue Guyu (Beijing) Meida Co.,Ltd;;;珠江影业传媒股份有限公司 Pearl River Pictures Co., Ltd;;;成都绽放文化传播有限公司 Chengdu Zhanfang Media Co.,Ltd"
